dataset,seed,model,instance_id,method,mode,significance,n_neighbors,merge_adjacent,rule_id,feature,condition,representative_value,p_value_guard,prediction_point,prediction_low,prediction_high,plausibility_flag,runtime_ms
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.652,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.958,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.702,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.788,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.641,0.5192307692307693,0.5,0.54,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.756,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,29.19480000855401
scenario_a,0,logreg,491,guarded,alternative,0.05,10,False,r7,1,-1.093 < 1 <= -0.5355,-0.8044744947300385,0.117,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,29.19480000855401
scenario_a,0,logreg,491,standard,alternative,0.05,10,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.05,10,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.05,10,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.05,10,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.756,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,27.1014999889303
scenario_a,0,logreg,491,guarded,alternative,0.05,10,True,r1,1,-1.093 < 1 <= -0.2202,-0.6728375958251184,0.115,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,27.1014999889303
scenario_a,0,logreg,491,guarded,alternative,0.05,10,True,r2,1,1 > 0.08788,0.876656775113166,0.895,0.9666666666666668,0.9655172413793104,1.0,True,27.1014999889303
scenario_a,0,logreg,491,standard,alternative,0.05,10,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.05,10,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.05,10,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.641,0.11325301204819278,0.02127659574468085,0.125,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.601,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.75,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.831,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.947,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.451,0.5192307692307693,0.5,0.54,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.667,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,19.882399996276945
scenario_a,0,logreg,491,guarded,alternative,0.1,3,False,r7,1,-1.093 < 1 <= -0.5355,-0.8044744947300385,0.133,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,19.882399996276945
scenario_a,0,logreg,491,standard,alternative,0.1,3,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,3,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,3,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,3,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.848,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,25.325900001917034
scenario_a,0,logreg,491,guarded,alternative,0.1,3,True,r1,1,-1.093 < 1 <= -0.2202,-0.6728375958251184,0.139,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,25.325900001917034
scenario_a,0,logreg,491,guarded,alternative,0.1,3,True,r2,1,1 > 0.08788,0.876656775113166,0.99,0.9666666666666668,0.9655172413793104,1.0,True,25.325900001917034
scenario_a,0,logreg,491,standard,alternative,0.1,3,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,3,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,3,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.593,0.11325301204819278,0.02127659574468085,0.125,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.697,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.898,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.775,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.949,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.447,0.5192307692307693,0.5,0.54,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.698,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,13.979099981952459
scenario_a,0,logreg,491,guarded,alternative,0.1,5,False,r7,1,-1.093 < 1 <= -0.5355,-0.8044744947300385,0.123,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,13.979099981952459
scenario_a,0,logreg,491,standard,alternative,0.1,5,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,5,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,5,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,5,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.825,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,25.80070000840351
scenario_a,0,logreg,491,guarded,alternative,0.1,5,True,r1,1,-1.093 < 1 <= -0.2202,-0.6728375958251184,0.14,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,25.80070000840351
scenario_a,0,logreg,491,guarded,alternative,0.1,5,True,r2,1,1 > 0.08788,0.876656775113166,0.996,0.9666666666666668,0.9655172413793104,1.0,True,25.80070000840351
scenario_a,0,logreg,491,standard,alternative,0.1,5,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,5,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,5,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.271,0.11325301204819278,0.02127659574468085,0.125,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.652,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.958,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.702,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.788,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.641,0.5192307692307693,0.5,0.54,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.756,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,21.470500010764226
scenario_a,0,logreg,491,guarded,alternative,0.1,10,False,r7,1,-1.093 < 1 <= -0.5355,-0.8044744947300385,0.117,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,21.470500010764226
scenario_a,0,logreg,491,standard,alternative,0.1,10,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,10,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,10,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.1,10,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.756,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,29.053599981125444
scenario_a,0,logreg,491,guarded,alternative,0.1,10,True,r1,1,-1.093 < 1 <= -0.2202,-0.6728375958251184,0.115,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,29.053599981125444
scenario_a,0,logreg,491,guarded,alternative,0.1,10,True,r2,1,1 > 0.08788,0.876656775113166,0.895,0.9666666666666668,0.9655172413793104,1.0,True,29.053599981125444
scenario_a,0,logreg,491,standard,alternative,0.1,10,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,10,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.1,10,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.641,0.11325301204819278,0.02127659574468085,0.125,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.601,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.75,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.831,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.947,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.451,0.5192307692307693,0.5,0.54,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.667,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,16.05010000639595
scenario_a,0,logreg,491,guarded,alternative,0.2,3,False,r7,1,0.08788 < 1 <= 0.738,0.37582550260734443,0.705,0.8840864440078586,0.88,0.9152542372881356,True,16.05010000639595
scenario_a,0,logreg,491,standard,alternative,0.2,3,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,3,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,3,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,3,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.848,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,17.104700003983453
scenario_a,0,logreg,491,guarded,alternative,0.2,3,True,r1,1,1 > 0.08788,0.876656775113166,0.99,0.9666666666666668,0.9655172413793104,1.0,True,17.104700003983453
scenario_a,0,logreg,491,standard,alternative,0.2,3,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,3,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,3,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.593,0.11325301204819278,0.02127659574468085,0.125,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.697,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.898,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.775,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.949,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.447,0.5192307692307693,0.5,0.54,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.698,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,14.027700002770871
scenario_a,0,logreg,491,guarded,alternative,0.2,5,False,r7,1,0.08788 < 1 <= 0.738,0.37582550260734443,0.475,0.8840864440078586,0.88,0.9152542372881356,True,14.027700002770871
scenario_a,0,logreg,491,standard,alternative,0.2,5,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,5,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,5,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,5,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.825,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,15.627299988409504
scenario_a,0,logreg,491,guarded,alternative,0.2,5,True,r1,1,1 > 0.08788,0.876656775113166,0.996,0.9666666666666668,0.9655172413793104,1.0,True,15.627299988409504
scenario_a,0,logreg,491,standard,alternative,0.2,5,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,5,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,5,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r0,0,0 <= -0.6995,-1.1844855673218189,0.271,0.11325301204819278,0.02127659574468085,0.125,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r1,0,-0.6995 < 0 <= -0.3756,-0.5561773514952928,0.652,0.17829193603266416,0.12213740458015267,0.19047619047619047,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r2,0,-0.3756 < 0 <= -0.3726,-0.3730612181341074,0.958,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r3,0,-0.3726 < 0 <= -0.168,-0.269397868007073,0.702,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r4,0,-0.168 < 0 <= 0.1464,-0.03803290231402622,0.788,0.4295612009237875,0.3870967741935484,0.46153846153846156,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r5,0,0.1464 < 0 <= 0.1603,0.1480242798686192,0.641,0.5192307692307693,0.5,0.54,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r6,0,0.1603 < 0 <= 0.7391,0.44906933917286873,0.756,0.6176470588235294,0.6060606060606061,0.6363636363636364,True,14.11069999448955
scenario_a,0,logreg,491,guarded,alternative,0.2,10,False,r7,1,0.08788 < 1 <= 0.738,0.37582550260734443,0.637,0.8840864440078586,0.88,0.9152542372881356,True,14.11069999448955
scenario_a,0,logreg,491,standard,alternative,0.2,10,False,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,10,False,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,10,False,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,logreg,491,guarded,alternative,0.2,10,True,r0,0,0 <= 0.7391,-0.24780224780200155,0.756,0.37499999999999994,0.3617021276595745,0.3829787234042553,True,15.49160000286065
scenario_a,0,logreg,491,guarded,alternative,0.2,10,True,r1,1,1 > 0.08788,0.876656775113166,0.895,0.9666666666666668,0.9655172413793104,1.0,True,15.49160000286065
scenario_a,0,logreg,491,standard,alternative,0.2,10,True,r0,0,0 < 0.74,0.27994292571730794,,0.34694736956114297,0.33461317741324237,0.35632302052283554,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,10,True,r1,1,1 < -0.22,-0.6198999673860741,,0.5327189077746856,0.5022926093514329,0.5749701314217444,True,7.857799995690584
scenario_a,0,logreg,491,standard,alternative,0.2,10,True,r2,1,1 > 0.09,1.4821067195247681,,0.9466668075008274,0.9448825587206396,0.9717514124293786,True,7.857799995690584
scenario_a,0,rf,24,guarded,factual,0.01,3,False,r0,0,0.08875 < 0 <= 0.3832,0.2777714587825534,0.992,0.6872852233676977,0.675,0.7142857142857143,True,153.62549998098984
scenario_a,0,rf,24,guarded,factual,0.01,3,False,r1,1,0.3601 < 1 <= 0.8134,0.5300403526229847,0.979,0.6666666666666667,0.65,0.7,True,153.62549998098984
scenario_a,0,rf,24,standard,factual,0.01,3,False,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,False,r1,0,0 > 0.38,1.2792609714666678,,0.8157384240828222,0.8042069496987531,0.8580350172856028,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,False,r2,1,1 < 0.36,-0.06503155898714558,,0.3462962962962963,0.3331719128329298,0.35399515738498794,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,False,r3,1,1 > 0.81,1.89280418080117,,0.8903794037940379,0.8883332452912139,0.9154120664659308,True,248.08689998462796
scenario_a,0,rf,24,guarded,factual,0.01,3,True,r0,0,0 (any value),0.021284810671764944,0.602,0.47222222222222215,0.45714285714285713,0.4857142857142857,True,242.91089997859672
scenario_a,0,rf,24,guarded,factual,0.01,3,True,r1,1,1 (any value),0.06852700941611746,0.946,0.43956043956043955,0.43333333333333335,0.4444444444444444,True,242.91089997859672
scenario_a,0,rf,24,standard,factual,0.01,3,True,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,True,r1,0,0 > 0.38,1.2792609714666678,,0.8157384240828222,0.8042069496987531,0.8580350172856028,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,True,r2,1,1 < 0.36,-0.06503155898714558,,0.3462962962962963,0.3331719128329298,0.35399515738498794,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,3,True,r3,1,1 > 0.81,1.89280418080117,,0.8903794037940379,0.8883332452912139,0.9154120664659308,True,248.08689998462796
scenario_a,0,rf,24,guarded,factual,0.01,5,False,r0,0,0.08875 < 0 <= 0.3832,0.2777714587825534,0.99,0.6872852233676977,0.675,0.7142857142857143,True,206.29099998041056
scenario_a,0,rf,24,guarded,factual,0.01,5,False,r1,1,0.3601 < 1 <= 0.8134,0.5300403526229847,0.996,0.6666666666666667,0.65,0.7,True,206.29099998041056
scenario_a,0,rf,24,standard,factual,0.01,5,False,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,False,r1,0,0 > 0.38,1.2792609714666678,,0.8157384240828222,0.8042069496987531,0.8580350172856028,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,False,r2,1,1 < 0.36,-0.06503155898714558,,0.3462962962962963,0.3331719128329298,0.35399515738498794,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,False,r3,1,1 > 0.81,1.89280418080117,,0.8903794037940379,0.8883332452912139,0.9154120664659308,True,248.08689998462796
scenario_a,0,rf,24,guarded,factual,0.01,5,True,r0,0,0 (any value),0.021284810671764944,0.755,0.47222222222222215,0.45714285714285713,0.4857142857142857,True,333.6406000016723
scenario_a,0,rf,24,guarded,factual,0.01,5,True,r1,1,1 (any value),0.06852700941611746,0.899,0.43956043956043955,0.43333333333333335,0.4444444444444444,True,333.6406000016723
scenario_a,0,rf,24,standard,factual,0.01,5,True,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,True,r1,0,0 > 0.38,1.2792609714666678,,0.8157384240828222,0.8042069496987531,0.8580350172856028,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,True,r2,1,1 < 0.36,-0.06503155898714558,,0.3462962962962963,0.3331719128329298,0.35399515738498794,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,5,True,r3,1,1 > 0.81,1.89280418080117,,0.8903794037940379,0.8883332452912139,0.9154120664659308,True,248.08689998462796
scenario_a,0,rf,24,guarded,factual,0.01,10,False,r0,0,0.08875 < 0 <= 0.3832,0.2777714587825534,0.957,0.6872852233676977,0.675,0.7142857142857143,True,184.787200007122
scenario_a,0,rf,24,guarded,factual,0.01,10,False,r1,1,0.3601 < 1 <= 0.8134,0.5300403526229847,0.993,0.6666666666666667,0.65,0.7,True,184.787200007122
scenario_a,0,rf,24,standard,factual,0.01,10,False,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,10,False,r1,0,0 > 0.38,1.2792609714666678,,0.8157384240828222,0.8042069496987531,0.8580350172856028,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,10,False,r2,1,1 < 0.36,-0.06503155898714558,,0.3462962962962963,0.3331719128329298,0.35399515738498794,True,248.08689998462796
scenario_a,0,rf,24,standard,factual,0.01,10,False,r3,1,1 > 0.81,1.89280418080117,,0.8903794037940379,0.8883332452912139,0.9154120664659308,True,248.08689998462796
scenario_a,0,rf,24,guarded,factual,0.01,10,True,r0,0,0 (any value),0.021284810671764944,0.693,0.47222222222222215,0.45714285714285713,0.4857142857142857,True,234.02599999099039
scenario_a,0,rf,24,guarded,factual,0.01,10,True,r1,1,1 (any value),0.06852700941611746,0.959,0.43956043956043955,0.43333333333333335,0.4444444444444444,True,234.02599999099039
scenario_a,0,rf,24,standard,factual,0.01,10,True,r0,0,0 < 0.09,-0.23339101584525518,,0.33625016958350296,0.3266247379454927,0.3403214535290007,True,248.08689998462796
